<<<<<<< HEAD
3/2/16,United_States-Iowa,state,zika_reported_travel,US0001,NA,NA,3,cases
3/2/16,United_States-Louisiana,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Louisiana,state,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-Maryland,state,zika_reported_travel,US0001,NA,NA,3,cases
3/2/16,United_States-Maryland,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Massachusetts,state,zika_reported_travel,US0001,NA,NA,3,cases
3/2/16,United_States-Massachusetts,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Michigan,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Michigan,state,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-Minnesota,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Minnesota,state,zika_reported_travel,US0001,NA,NA,3,cases
3/2/16,United_States-Montana,state,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-Montana,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Nebraska,state,zika_reported_travel,US0001,NA,NA,2,cases
3/2/16,United_States-Nebraska,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-New_Jersey,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-New_Jersey,state,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-New_York,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-New_York,state,zika_reported_travel,US0001,NA,NA,23,cases
3/2/16,United_States-North_Carolina,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-North_Carolina,state,zika_reported_travel,US0001,NA,NA,2,cases
3/2/16,United_States-Ohio,state,zika_reported_travel,US0001,NA,NA,5,cases
3/2/16,United_States-Ohio,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Oregon,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Oregon,state,zika_reported_travel,US0001,NA,NA,5,cases
3/2/16,United_States-Pennsylvania,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Pennsylvania,state,zika_reported_travel,US0001,NA,NA,5,cases
3/2/16,United_States-Puerto_Rico,territory,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-Puerto_Rico,territory,zika_reported_local,US0002,NA,NA,102,cases
3/2/16,United_States-Tennessee,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Tennessee,state,zika_reported_travel,US0001,NA,NA,1,cases
3/2/16,United_States-Texas,state,zika_reported_travel,US0001,NA,NA,15,cases
3/2/16,United_States-Texas,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-US_Virgin_Islands,territory,zika_reported_travel,US0001,NA,NA,0,cases
3/2/16,United_States-US_Virgin_Islands,territory,zika_reported_local,US0002,NA,NA,1,cases
3/2/16,United_States-Virginia,state,zika_reported_travel,US0001,NA,NA,5,cases
3/2/16,United_States-Virginia,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Washington,state,zika_reported_local,US0002,NA,NA,0,cases
3/2/16,United_States-Washington,state,zika_reported_travel,US0001,NA,NA,1,casesreport_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
3/9/16,United_States-Alabama,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Alabama,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-American_Samoa,territory,zika_reported_local,US0002,NA,NA,13,cases
3/9/16,United_States-American_Samoa,territory,zika_reported_travel,US0001,NA,NA,0,cases
3/9/16,United_States-Arkansas,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Arkansas,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-California,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-California,state,zika_reported_travel,US0001,NA,NA,13,cases
3/9/16,United_States-Colorado,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Colorado,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-Delaware,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Delaware,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-District_of_Columbia,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-District_of_Columbia,state,zika_reported_travel,US0001,NA,NA,3,cases
3/9/16,United_States-Florida,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Florida,state,zika_reported_travel,US0001,NA,NA,49,cases
3/9/16,United_States-Georgia,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Georgia,state,zika_reported_travel,US0001,NA,NA,5,cases
3/9/16,United_States-Hawaii,state,zika_reported_travel,US0001,NA,NA,5,cases
3/9/16,United_States-Hawaii,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Illinois,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Illinois,state,zika_reported_travel,US0001,NA,NA,7,cases
3/9/16,United_States-Indiana,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Indiana,state,zika_reported_travel,US0001,NA,NA,3,cases
3/9/16,United_States-Iowa,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Iowa,state,zika_reported_travel,US0001,NA,NA,3,cases
3/9/16,United_States-Louisiana,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Louisiana,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-Maryland,state,zika_reported_travel,US0001,NA,NA,4,cases
3/9/16,United_States-Maryland,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Massachusetts,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Massachusetts,state,zika_reported_travel,US0001,NA,NA,3,cases
3/9/16,United_States-Michigan,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Michigan,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-Minnesota,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Minnesota,state,zika_reported_travel,US0001,NA,NA,6,cases
3/9/16,United_States-Missouri,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Missouri,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Montana,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Montana,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Nebraska,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Nebraska,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-New_Hampshire,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-New_Hampshire,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-New_Jersey,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-New_Jersey,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-New_York,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-New_York,state,zika_reported_travel,US0001,NA,NA,25,cases
3/9/16,United_States-North_Carolina,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-North_Carolina,state,zika_reported_travel,US0001,NA,NA,5,cases
3/9/16,United_States-Ohio,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Ohio,state,zika_reported_travel,US0001,NA,NA,6,cases
3/9/16,United_States-Oklahoma,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Oklahoma,state,zika_reported_travel,US0001,NA,NA,2,cases
3/9/16,United_States-Oregon,state,zika_reported_travel,US0001,NA,NA,5,cases
3/9/16,United_States-Oregon,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Pennsylvania,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Pennsylvania,state,zika_reported_travel,US0001,NA,NA,6,cases
3/9/16,United_States-Puerto_Rico,territory,zika_reported_local,US0002,NA,NA,159,cases
3/9/16,United_States-Puerto_Rico,territory,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Tennessee,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Tennessee,state,zika_reported_travel,US0001,NA,NA,1,cases
3/9/16,United_States-Texas,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Texas,state,zika_reported_travel,US0001,NA,NA,19,cases
3/9/16,United_States-US_Virgin_Islands,territory,zika_reported_travel,US0001,NA,NA,0,cases
3/9/16,United_States-US_Virgin_Islands,territory,zika_reported_local,US0002,NA,NA,1,cases
3/9/16,United_States-Virginia,state,zika_reported_travel,US0001,NA,NA,6,cases
3/9/16,United_States-Virginia,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Washington,state,zika_reported_local,US0002,NA,NA,0,cases
3/9/16,United_States-Washington,state,zika_reported_travel,US0001,NA,NA,1,casesreport_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
3/16/16,United_States-Alabama,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Alabama,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-American_Samoa,territory,zika_reported_travel,US0001,NA,NA,0,cases
3/16/16,United_States-American_Samoa,territory,zika_reported_local,US0002,NA,NA,14,cases
3/16/16,United_States-Arkansas,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Arkansas,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-California,state,zika_reported_travel,US0001,NA,NA,13,cases
3/16/16,United_States-California,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Colorado,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Colorado,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Delaware,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Delaware,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-District_of_Columbia,state,zika_reported_travel,US0001,NA,NA,3,cases
3/16/16,United_States-District_of_Columbia,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Florida,state,zika_reported_travel,US0001,NA,NA,59,cases
3/16/16,United_States-Florida,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Georgia,state,zika_reported_travel,US0001,NA,NA,7,cases
3/16/16,United_States-Georgia,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Hawaii,state,zika_reported_travel,US0001,NA,NA,5,cases
3/16/16,United_States-Hawaii,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Illinois,state,zika_reported_travel,US0001,NA,NA,7,cases
3/16/16,United_States-Illinois,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Indiana,state,zika_reported_travel,US0001,NA,NA,4,cases
3/16/16,United_States-Indiana,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Iowa,state,zika_reported_travel,US0001,NA,NA,4,cases
3/16/16,United_States-Iowa,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Kansas,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Kansas,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Kentucky,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Kentucky,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Louisiana,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Louisiana,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Maryland,state,zika_reported_travel,US0001,NA,NA,5,cases
3/16/16,United_States-Maryland,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Massachusetts,state,zika_reported_travel,US0001,NA,NA,3,cases
3/16/16,United_States-Massachusetts,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Michigan,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Michigan,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Minnesota,state,zika_reported_travel,US0001,NA,NA,7,cases
3/16/16,United_States-Minnesota,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Missouri,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Missouri,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Montana,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Montana,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Nebraska,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Nebraska,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-New_Hampshire,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-New_Hampshire,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-New_Jersey,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-New_Jersey,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-New_York,state,zika_reported_travel,US0001,NA,NA,42,cases
3/16/16,United_States-New_York,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-North_Carolina,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-North_Carolina,state,zika_reported_travel,US0001,NA,NA,6,cases
3/16/16,United_States-Ohio,state,zika_reported_travel,US0001,NA,NA,8,cases
3/16/16,United_States-Ohio,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Oklahoma,state,zika_reported_travel,US0001,NA,NA,3,cases
3/16/16,United_States-Oklahoma,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Oregon,state,zika_reported_travel,US0001,NA,NA,6,cases
3/16/16,United_States-Oregon,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Pennsylvania,state,zika_reported_travel,US0001,NA,NA,8,cases
3/16/16,United_States-Pennsylvania,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Puerto_Rico,territory,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Puerto_Rico,territory,zika_reported_local,US0002,NA,NA,259,cases
3/16/16,United_States-Tennessee,state,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-Tennessee,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Texas,state,zika_reported_travel,US0001,NA,NA,34,cases
3/16/16,United_States-Texas,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-US_Virgin_Islands,territory,zika_reported_travel,US0001,NA,NA,1,cases
3/16/16,United_States-US_Virgin_Islands,territory,zika_reported_local,US0002,NA,NA,10,cases
3/16/16,United_States-Virginia,state,zika_reported_travel,US0001,NA,NA,7,cases
3/16/16,United_States-Virginia,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-Washington,state,zika_reported_travel,US0001,NA,NA,2,cases
3/16/16,United_States-Washington,state,zika_reported_local,US0002,NA,NA,0,cases
3/16/16,United_States-West_Virginia,state,zika_reported_travel,US0001,NA,NA,5,cases
3/16/16,United_States-West_Virginia,state,zika_reported_local,US0002,NA,NA,0,cases"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-03-23","United_States-Alabama","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-Alabama","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-American_Samoa","territory","zika_reported_local","US0002",NA,NA,14,"cases"
"2016-03-23","United_States-American_Samoa","territory","zika_reported_travel","US0001",NA,NA,0,"cases"
"2016-03-23","United_States-Arkansas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Arkansas","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"2016-03-23","United_States-California","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-California","state","zika_reported_travel","US0001",NA,NA,17,"cases"
"2016-03-23","United_States-Colorado","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Colorado","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-Connecticut","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"2016-03-23","United_States-Connecticut","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Delaware","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Delaware","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"2016-03-23","United_States-District_of_Columbia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-District_of_Columbia","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"2016-03-23","United_States-Florida","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Florida","state","zika_reported_travel","US0001",NA,NA,70,"cases"
"2016-03-23","United_States-Georgia","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"2016-03-23","United_States-Georgia","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Hawaii","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Hawaii","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"2016-03-23","United_States-Illinois","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Illinois","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"2016-03-23","United_States-Indiana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Indiana","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"2016-03-23","United_States-Iowa","state","zika_reported_travel","US0001",NA,NA,4,"cases"
"2016-03-23","United_States-Iowa","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Kansas","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"2016-03-23","United_States-Kansas","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Kentucky","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Kentucky","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-Louisiana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Louisiana","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-Maryland","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Maryland","state","zika_reported_travel","US0001",NA,NA,5,"cases"
"2016-03-23","United_States-Massachusetts","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"2016-03-23","United_States-Massachusetts","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Michigan","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Michigan","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-Minnesota","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Minnesota","state","zika_reported_travel","US0001",NA,NA,9,"cases"
"2016-03-23","United_States-Missouri","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Missouri","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"2016-03-23","United_States-Montana","state","zika_reported_travel","US0001",NA,NA,1,"cases"
"2016-03-23","United_States-Montana","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Nebraska","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Nebraska","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-New_Hampshire","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-New_Hampshire","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-New_Jersey","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-New_Jersey","state","zika_reported_travel","US0001",NA,NA,2,"cases"
"2016-03-23","United_States-New_York","state","zika_reported_travel","US0001",NA,NA,43,"cases"
"2016-03-23","United_States-New_York","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-North_Carolina","state","zika_reported_travel","US0001",NA,NA,7,"cases"
"2016-03-23","United_States-North_Carolina","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Ohio","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Ohio","state","zika_reported_travel","US0001",NA,NA,8,"cases"
"2016-03-23","United_States-Oklahoma","state","zika_reported_local","US0002",NA,NA,0,"cases"
"2016-03-23","United_States-Oklahoma","state","zika_reported_travel","US0001",NA,NA,3,"cases"
"2016-03-23","United_States-Oregon","state","zika_reported_local","US0002",NA,NA,0,"cases"
